EventTime;AspectName;Category;Message;FromValue;ToValue;Path;ObjectName;ObjectDescription;SourceName;UserAccount;Condition;SubCondition;NodeName;Component;Class
 2021-06-01 03:41:49;;Process Simple Event;L Falling;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 03:41:49;;Process Simple Event;Object error Falling;;;;KSVG06879;07B31.00 autoklav belepo mert CIP ivoviz vez. g.cs.;KSVG06879;;;;;;820
 2021-06-01 03:41:49;;System Simple Event;Controller_2   (0000) Channel error,   Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:41:49;;System Simple Event;Controller_2   (0000) Channel error;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:41:50;;System Simple Event;Controller_2   (0000)  Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:41:50;;System Simple Event;Controller_2   (0000) Status OK;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:41:50;;System Simple Event;Controller_2   (0000)  Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:41:50;;System Simple Event;Controller_2   (0000) Status OK;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:41:50;;System Simple Event;Controller_2   (0000)  Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:41:50;;System Simple Event;Controller_2   (0000) Status OK;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:41:50;;Process Simple Event;LLL Falling;;;;PIT30113;Argon batteria nyomas;PIT30113;;;;;;400
 2021-06-01 03:41:50;;System Simple Event;Controller_2   (0000)  Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:41:51;;System Simple Event;Controller_2   (0000) Status OK;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:41:51;;System Simple Event;Controller_2   (0000)  Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:41:51;;System Simple Event;Controller_2   (0000) Status OK;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:41:52;;System Simple Event;Controller_2   (0000)  Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:41:53;;Process Simple Event;Object error Rising;;;;KSVG06879;07B31.00 autoklav belepo mert CIP ivoviz vez. g.cs.;KSVG06879;;;;;;820
 2021-06-01 03:41:54;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 03:41:54;;Process Simple Event;Object error Falling;;;;KSVG06879;07B31.00 autoklav belepo mert CIP ivoviz vez. g.cs.;KSVG06879;;;;;;820
 2021-06-01 03:41:54;;System Simple Event;Controller_2   (0000) Channel error;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:41:54;;System Simple Event;Controller_2   (0000) Channel error,   Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:41:54;;System Simple Event;Controller_2   (0000) Channel error;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:41:54;;System Simple Event;Controller_2   (0000)  Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:41:55;;System Simple Event;Controller_2   (0000) Status OK;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:41:55;;System Simple Event;Controller_2   (0000)  Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:41:55;;Process Simple Event;Object error Rising;;;;KSVG06879;07B31.00 autoklav belepo mert CIP ivoviz vez. g.cs.;KSVG06879;;;;;;820
 2021-06-01 03:41:55;;System Simple Event;Controller_2   (0000) Status OK;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:41:55;;System Simple Event;Controller_2   (0000)  Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:41:56;;Process Simple Event;LLL Rising;;;;PIT30113;Argon batteria nyomas;PIT30113;;;;;;400
 2021-06-01 03:41:58;;System Simple Event;Controller_2   (0000) Channel error;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:41:58;;Process Simple Event;Object error Falling;;;;KSVG06879;07B31.00 autoklav belepo mert CIP ivoviz vez. g.cs.;KSVG06879;;;;;;820
 2021-06-01 03:41:58;;System Simple Event;Controller_2   (0000) Channel error,   Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:41:58;;System Simple Event;Controller_2   (0000) Channel error;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:41:58;;System Simple Event;Controller_2   (0000) Channel error,   Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:41:59;;System Simple Event;Controller_4   (0000) Warning on backup unit,  Redundant mode enabled;;;;3;;172.16.84.164-3;;;;;;9950
 2021-06-01 03:41:59;;System Simple Event;Controller_2   (0000) Status OK;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:41:59;;System Simple Event;Controller_4   (0000) Redundant mode enabled;;;;3;;172.16.84.164-3;;;;;;9950
 2021-06-01 03:42:00;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 03:42:04;;Process Simple Event;LLL Falling;;;;PIT30113;Argon batteria nyomas;PIT30113;;;;;;400
 2021-06-01 03:42:04;;Process Simple Event;Object error Rising;;;;KS60557;T5 villamos csofutes auto vezerles;KS60557;;;;;;6105
 2021-06-01 03:42:04;;Process Simple Event;Villamos hiba;;;;T5_Csofutes;T5 villamos csofutes;T5_Csofutes;;;;;;6105
 2021-06-01 03:42:05;;Process Simple Event;L Rising;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 03:42:05;;Process Simple Event;Object error Falling;;;;KS60557;T5 villamos csofutes auto vezerles;KS60557;;;;;;6105
 2021-06-01 03:42:05;;Process Simple Event;Nincs villamos hiba;;;;T5_Csofutes;T5 villamos csofutes;T5_Csofutes;;;;;;6105
 2021-06-01 03:42:07;;Process Simple Event;L Falling;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 03:42:10;;Process Simple Event;LLL Rising;;;;PIT30113;Argon batteria nyomas;PIT30113;;;;;;400
 2021-06-01 03:42:10;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 03:42:14;;Process Simple Event;LLL Falling;;;;PIT30113;Argon batteria nyomas;PIT30113;;;;;;400
 2021-06-01 03:42:16;;System Simple Event;Controller_2   (0000)  Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:42:16;;System Simple Event;Controller_2   (0000) Status OK;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:42:16;;System Simple Event;Controller_2   (0000)  Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:42:16;;System Simple Event;Controller_2   (0000) Status OK;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:42:20;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 03:42:20;;Process Simple Event;MOP not completed activated;;;;KIFAGY2;2 gcs, egymáshoz reteszelve;KIFAGY2Un;;;;;;1
 2021-06-01 03:42:22;;Process Simple Event;LLL Rising;;;;PIT30113;Argon batteria nyomas;PIT30113;;;;;;400
 2021-06-01 03:42:23;;Process Simple Event;LLL Falling;;;;PIT30113;Argon batteria nyomas;PIT30113;;;;;;400
 2021-06-01 03:42:24;;Process Simple Event;HH Rising;;;;PT15511;5 fokos eloremeno viz nyomas;PT15511;;;;;;395
 2021-06-01 03:42:26;;Process Simple Event;HH Falling;;;;PT15511;5 fokos eloremeno viz nyomas;PT15511;;;;;;395
 2021-06-01 03:42:26;;Process Simple Event;L Rising;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 03:42:26;;Process Simple Event;Object error Rising;;;;KS60557;T5 villamos csofutes auto vezerles;KS60557;;;;;;6105
 2021-06-01 03:42:26;;Process Simple Event;Villamos hiba;;;;T5_Csofutes;T5 villamos csofutes;T5_Csofutes;;;;;;6105
 2021-06-01 03:42:26;;Process Simple Event;MOP not completed activated;;;;KIFAGY1;2 gcs, egymáshoz reteszelve;KIFAGY1Un;;;;;;1
 2021-06-01 03:42:27;;Process Simple Event;L Falling;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 03:42:27;;Process Simple Event;Object error Falling;;;;KS60557;T5 villamos csofutes auto vezerles;KS60557;;;;;;6105
 2021-06-01 03:42:27;;Process Simple Event;Nincs villamos hiba;;;;T5_Csofutes;T5 villamos csofutes;T5_Csofutes;;;;;;6105
 2021-06-01 03:42:29;;Process Simple Event;LLL Rising;;;;PIT30113;Argon batteria nyomas;PIT30113;;;;;;400
 2021-06-01 03:42:30;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 03:42:32;;Process Simple Event;MOP not completed activated;;;;KIFAGY2;2 gcs, egymáshoz reteszelve;KIFAGY2Un;;;;;;1
 2021-06-01 03:42:36;;Process Simple Event;MOP not completed activated;;;;KIFAGY1;2 gcs, egymáshoz reteszelve;KIFAGY1Un;;;;;;1
 2021-06-01 03:42:38;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 03:42:41;;Process Simple Event;Object error Falling;;;;KSVG03491;kopenyter hutoviz ki;KSVG03491;;;;;;560
 2021-06-01 03:42:44;;Process Simple Event;L Rising;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 03:42:44;;Process Simple Event;Object error Rising;;;;KSVG03491;kopenyter hutoviz ki;KSVG03491;;;;;;560
 2021-06-01 03:42:46;;Process Simple Event;L Falling;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 03:42:48;;Process Simple Event;LLL Falling;;;;PIT30113;Argon batteria nyomas;PIT30113;;;;;;400
 2021-06-01 03:42:48;;Process Simple Event;Object error Rising;;;;KS60557;T5 villamos csofutes auto vezerles;KS60557;;;;;;6105
 2021-06-01 03:42:48;;Process Simple Event;Villamos hiba;;;;T5_Csofutes;T5 villamos csofutes;T5_Csofutes;;;;;;6105
 2021-06-01 03:42:49;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 03:42:49;;Process Simple Event;Object error Falling;;;;KS60557;T5 villamos csofutes auto vezerles;KS60557;;;;;;6105
 2021-06-01 03:42:49;;Process Simple Event;Nincs villamos hiba;;;;T5_Csofutes;T5 villamos csofutes;T5_Csofutes;;;;;;6105
 2021-06-01 03:42:58;;Process Simple Event;LLL Rising;;;;PIT30113;Argon batteria nyomas;PIT30113;;;;;;400
 2021-06-01 03:42:58;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 03:43:03;;Process Simple Event;LLL Falling;;;;PIT30113;Argon batteria nyomas;PIT30113;;;;;;400
 2021-06-01 03:43:03;;Process Simple Event;L Rising;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 03:43:04;;Process Simple Event;L Falling;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 03:43:07;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 03:43:10;;Process Simple Event;Object error Rising;;;;KS60557;T5 villamos csofutes auto vezerles;KS60557;;;;;;6105
 2021-06-01 03:43:10;;Process Simple Event;Villamos hiba;;;;T5_Csofutes;T5 villamos csofutes;T5_Csofutes;;;;;;6105
 2021-06-01 03:43:11;;Process Simple Event;Object error Falling;;;;KS60557;T5 villamos csofutes auto vezerles;KS60557;;;;;;6105
 2021-06-01 03:43:11;;Process Simple Event;Nincs villamos hiba;;;;T5_Csofutes;T5 villamos csofutes;T5_Csofutes;;;;;;6105
 2021-06-01 03:43:14;;Process Simple Event;LLL Rising;;;;PIT30113;Argon batteria nyomas;PIT30113;;;;;;400
 2021-06-01 03:43:20;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 03:43:23;;System Simple Event;Controller_2   (0000)  Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:23;;System Simple Event;Controller_2   (0000) Status OK;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:23;;System Simple Event;Controller_2   (0000)  Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:23;;System Simple Event;Controller_2   (0000) Status OK;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:24;;System Simple Event;Controller_2   (0000)  Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:24;;Process Simple Event;L Rising;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 03:43:24;;Process Simple Event;Object error Rising;;;;KSVG06879;07B31.00 autoklav belepo mert CIP ivoviz vez. g.cs.;KSVG06879;;;;;;820
 2021-06-01 03:43:24;;System Simple Event;Controller_2   (0000) Status OK;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:24;;System Simple Event;Controller_2   (0000)  Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:24;;Process Simple Event;LLL Falling;;;;PIT30113;Argon batteria nyomas;PIT30113;;;;;;400
 2021-06-01 03:43:25;;Process Simple Event;L Falling;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 03:43:25;;System Simple Event;Controller_2   (0000) Channel error;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:25;;System Simple Event;Controller_2   (0000) Channel error,   Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:25;;System Simple Event;Controller_2   (0000) Channel error;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:25;;System Simple Event;Controller_2   (0000) Channel error,   Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:25;;Process Simple Event;MOP not completed deactivated;;;;KIFAGY1;2 gcs, egymáshoz reteszelve;KIFAGY1Un;;;;;;1
 2021-06-01 03:43:26;;System Simple Event;Controller_2   (0000) Channel error;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:26;;System Simple Event;Controller_2   (0000) Channel error,   Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:27;;System Simple Event;Controller_2   (0000) Channel error;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:27;;System Simple Event;Controller_2   (0000) Channel error,   Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:27;;Process Simple Event;Object error Falling;;;;KSVG06879;07B31.00 autoklav belepo mert CIP ivoviz vez. g.cs.;KSVG06879;;;;;;820
 2021-06-01 03:43:27;;System Simple Event;Controller_2   (0000) Channel error;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:27;;System Simple Event;Controller_2   (0000) Channel error,   Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:27;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 03:43:28;;Process Simple Event;Object error Rising;;;;KSVG06879;07B31.00 autoklav belepo mert CIP ivoviz vez. g.cs.;KSVG06879;;;;;;820
 2021-06-01 03:43:28;;System Simple Event;Controller_2   (0000) Channel error;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:28;;System Simple Event;Controller_2   (0000) Channel error,   Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:28;;System Simple Event;Controller_2   (0000) Channel error;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:29;;System Simple Event;Controller_2   (0000) Channel error,   Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:29;;System Simple Event;Controller_2   (0000) Channel error;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:29;;System Simple Event;Controller_2   (0000) Channel error,   Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:31;;Process Simple Event;Object error Falling;;;;KSVG06879;07B31.00 autoklav belepo mert CIP ivoviz vez. g.cs.;KSVG06879;;;;;;820
 2021-06-01 03:43:32;;System Simple Event;Controller_2   (0000) Status OK;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:32;;Process Simple Event;Object error Rising;;;;KS60557;T5 villamos csofutes auto vezerles;KS60557;;;;;;6105
 2021-06-01 03:43:32;;Process Simple Event;Villamos hiba;;;;T5_Csofutes;T5 villamos csofutes;T5_Csofutes;;;;;;6105
 2021-06-01 03:43:33;;Process Simple Event;Object error Falling;;;;KS60557;T5 villamos csofutes auto vezerles;KS60557;;;;;;6105
 2021-06-01 03:43:33;;Process Simple Event;Nincs villamos hiba;;;;T5_Csofutes;T5 villamos csofutes;T5_Csofutes;;;;;;6105
 2021-06-01 03:43:34;;Process Simple Event;MOP not completed deactivated;;;;KIFAGY1;2 gcs, egymáshoz reteszelve;KIFAGY1Un;;;;;;1
 2021-06-01 03:43:36;;Process Simple Event;LLL Rising;;;;PIT30113;Argon batteria nyomas;PIT30113;;;;;;400
 2021-06-01 03:43:37;;System Simple Event;Controller_2   (0000)  Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:37;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 03:43:37;;Process Simple Event;Object error Rising;;;;KSVG06879;07B31.00 autoklav belepo mert CIP ivoviz vez. g.cs.;KSVG06879;;;;;;820
 2021-06-01 03:43:38;;Process Simple Event;Object error Falling;;;;KSVG06879;07B31.00 autoklav belepo mert CIP ivoviz vez. g.cs.;KSVG06879;;;;;;820
 2021-06-01 03:43:38;;System Simple Event;Controller_2   (0000) Channel error;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:41;;Process Simple Event;LLL Falling;;;;PIT30113;Argon batteria nyomas;PIT30113;;;;;;400
 2021-06-01 03:43:43;;Process Simple Event;L Rising;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 03:43:44;;Process Simple Event;L Falling;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 03:43:47;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 03:43:47;;Process Simple Event;LLL Rising;;;;PIT30113;Argon batteria nyomas;PIT30113;;;;;;400
 2021-06-01 03:43:50;;Process Simple Event;HH Rising;;;;PT15511;5 fokos eloremeno viz nyomas;PT15511;;;;;;395
 2021-06-01 03:43:50;;Process Simple Event;HH Falling;;;;PT15511;5 fokos eloremeno viz nyomas;PT15511;;;;;;395
 2021-06-01 03:43:51;;System Simple Event;Controller_2   (0000)  Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:51;;System Simple Event;Controller_2   (0000) Status OK;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:51;;System Simple Event;Controller_2   (0000)  Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:51;;System Simple Event;Controller_2   (0000) Status OK;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:52;;System Simple Event;Controller_2   (0000)  Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:52;;System Simple Event;Controller_2   (0000) Status OK;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:43:54;;Process Simple Event;Object error Rising;;;;KS60557;T5 villamos csofutes auto vezerles;KS60557;;;;;;6105
 2021-06-01 03:43:54;;Process Simple Event;Villamos hiba;;;;T5_Csofutes;T5 villamos csofutes;T5_Csofutes;;;;;;6105
 2021-06-01 03:43:55;;Process Simple Event;Object error Falling;;;;KS60557;T5 villamos csofutes auto vezerles;KS60557;;;;;;6105
 2021-06-01 03:43:55;;Process Simple Event;Nincs villamos hiba;;;;T5_Csofutes;T5 villamos csofutes;T5_Csofutes;;;;;;6105
 2021-06-01 03:43:56;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 03:43:59;;Process Simple Event;LLL Falling;;;;PIT30113;Argon batteria nyomas;PIT30113;;;;;;400
 2021-06-01 03:43:59;;Process Simple Event;Object error Falling;;;;KSVG03491;kopenyter hutoviz ki;KSVG03491;;;;;;560
 2021-06-01 03:44:00;;Process Simple Event;Object error Rising;;;;KSVG03491;kopenyter hutoviz ki;KSVG03491;;;;;;560
 2021-06-01 03:44:01;;Process Simple Event;L Rising;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 03:44:02;;Process Simple Event;L Falling;;;;PT14119;kopenyter nyomas;PT14119;;;;;;335
 2021-06-01 03:44:05;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 03:44:10;;Process Simple Event;Object error Rising;;;;KSVG06879;07B31.00 autoklav belepo mert CIP ivoviz vez. g.cs.;KSVG06879;;;;;;820
 2021-06-01 03:44:10;;System Simple Event;Controller_2   (0000)  Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:44:10;;System Simple Event;Controller_2   (0000) Status OK;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:44:11;;System Simple Event;Controller_2   (0000) Channel error,   Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:44:16;;Process Simple Event;Object error Rising;;;;KS60557;T5 villamos csofutes auto vezerles;KS60557;;;;;;6105
 2021-06-01 03:44:16;;Process Simple Event;Villamos hiba;;;;T5_Csofutes;T5 villamos csofutes;T5_Csofutes;;;;;;6105
 2021-06-01 03:44:17;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 03:44:17;;Process Simple Event;Object error Falling;;;;KS60557;T5 villamos csofutes auto vezerles;KS60557;;;;;;6105
 2021-06-01 03:44:17;;Process Simple Event;Nincs villamos hiba;;;;T5_Csofutes;T5 villamos csofutes;T5_Csofutes;;;;;;6105
 2021-06-01 03:44:19;;Process Simple Event;LLL Rising;;;;PIT30113;Argon batteria nyomas;PIT30113;;;;;;400
 2021-06-01 03:44:23;;Process Simple Event;LLL Falling;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 03:44:24;;Process Simple Event;LLL Falling;;;;PIT30113;Argon batteria nyomas;PIT30113;;;;;;400
 2021-06-01 03:44:26;;Process Simple Event;MOP not completed activated;;;;KIFAGY1;2 gcs, egymáshoz reteszelve;KIFAGY1Un;;;;;;1
 2021-06-01 03:44:29;;System Simple Event;Controller_2   (0000) Channel error;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:44:29;;System Simple Event;Controller_2   (0000) Channel error,   Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:44:30;;Process Simple Event;LLL Rising;;;;PIT30113;Argon batteria nyomas;PIT30113;;;;;;400
 2021-06-01 03:44:32;;Process Simple Event;Object error Falling;;;;KSVG06879;07B31.00 autoklav belepo mert CIP ivoviz vez. g.cs.;KSVG06879;;;;;;820
 2021-06-01 03:44:32;;System Simple Event;Controller_2   (0000) Channel error;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:44:32;;System Simple Event;Controller_2   (0000) Channel error,   Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:44:32;;System Simple Event;Controller_2   (0000) Status OK;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:44:32;;System Simple Event;Controller_2   (0000)  Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:44:33;;Process Simple Event;Object error Rising;;;;KSVG06879;07B31.00 autoklav belepo mert CIP ivoviz vez. g.cs.;KSVG06879;;;;;;820
 2021-06-01 03:44:33;;Process Simple Event;LLL Falling;;;;PIT30113;Argon batteria nyomas;PIT30113;;;;;;400
 2021-06-01 03:44:34;;System Simple Event;Controller_2   (0000) Channel error;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:44:35;;System Simple Event;Controller_2   (0000) Channel error,   Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:44:36;;Process Simple Event;LLL Rising;;;;PIT12519;kopenyter nyomas;PIT12519;;;;;;163
 2021-06-01 03:44:37;;System Simple Event;Controller_2   (0000) Channel error;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:44:38;;System Simple Event;Controller_2   (0000) Channel error,   Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:44:38;;System Simple Event;Controller_2   (0000) Channel error;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:44:38;;System Simple Event;Controller_2   (0000) Channel error,   Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:44:38;;Process Simple Event;MOP not completed activated;;;;KIFAGY1;2 gcs, egymáshoz reteszelve;KIFAGY1Un;;;;;;1
 2021-06-01 03:44:38;;Process Simple Event;Object error Falling;;;;KSVG06879;07B31.00 autoklav belepo mert CIP ivoviz vez. g.cs.;KSVG06879;;;;;;820
 2021-06-01 03:44:38;;System Simple Event;Controller_2   (0000) Channel error;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:44:38;;Process Simple Event;Object error Rising;;;;KS60557;T5 villamos csofutes auto vezerles;KS60557;;;;;;6105
 2021-06-01 03:44:38;;Process Simple Event;Villamos hiba;;;;T5_Csofutes;T5 villamos csofutes;T5_Csofutes;;;;;;6105
 2021-06-01 03:44:39;;System Simple Event;Controller_2   (0000)  Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:44:39;;System Simple Event;Controller_2   (0000) Status OK;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:44:39;;Process Simple Event;Object error Rising;;;;KSVG06879;07B31.00 autoklav belepo mert CIP ivoviz vez. g.cs.;KSVG06879;;;;;;820
 2021-06-01 03:44:39;;System Simple Event;Controller_2   (0000)  Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:44:39;;System Simple Event;Controller_2   (0000) Status OK;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:44:39;;System Simple Event;Controller_2   (0000)  Line fault ch. 5;;;;13;;172.16.96.152-2.81.13;;;;;;9950
 2021-06-01 03:44:39;;Process Simple Event;Object error Falling;;;;KS60557;T5 villamos csofutes auto vezerles;KS60557;;;;;;6105
