EventTime;AspectName;Category;Message;FromValue;ToValue;Path;ObjectName;ObjectDescription;SourceName;UserAccount;Condition;SubCondition;NodeName;Component;Class
 2021-05-31 22:01:38;;Services;Failed to collect 1 logs via collector OPC;;;;Basic History on CS01-UNI2;;{92530D91-0F50-4DFD-B3FD-00B04AC97A7D};;;;CS01-UNI2;AdvHtHistorySrv;
 2021-05-31 22:01:53;;AuditEvent_Security;Logover user from RGAX3\JUHASZA to RGAX3\readonly succeeded.;;;;;;{00000000-0000-0000-0000-000000000000};RGAX3\readonly;;;OW05-AX3;Logover;
 2021-05-31 22:02:37;;System Simple Event;Controller_3   (0000)  Internal bus fault;;;;0;;172.16.84.163-2.81.0;;;;;;9950
 2021-05-31 22:02:37;;System Simple Event;Controller_3   (0000) Status OK;;;;0;;172.16.84.163-2.81.0;;;;;;9950
 2021-05-31 22:03:03;;AuditEvent_Security;Logover user from RGAX3\readonly to rgax3\sorest succeeded.;;;;;;{00000000-0000-0000-0000-000000000000};RGAX3\SoresT;;;OW08-UNI2;Logover;
 2021-05-31 22:03:37;;AuditEvent_Security;Logover user from RGAX3\TothL to RGAX3\readonly succeeded.;;;;;;{00000000-0000-0000-0000-000000000000};RGAX3\readonly;;;OW02E-AX1;Logover;
 2021-05-31 22:03:45;;System Simple Event;CU9            (0000) Status OK;;;;27;;172.16.108.152-1.27;;;;;;9950
 2021-05-31 22:03:46;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/RGUNI2_CN/RGUNI2_PR/Applications/Appl_10/Control Modules/U_52C40_00/E041_52C40/KSVG54061;KSVG54061;52C40.00 uritoszelep;{97AB77C6-042E-4052-9ADF-2EBA3F256892};RGAX3\SoresT;;;OW08-UNI2;Audit Trail configuration;
 2021-05-31 22:03:49;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/RGUNI2_CN/RGUNI2_PR/Applications/Appl_10/Control Modules/U_52C40_00/E081_52C40/KS54044;KS54044;52C40.12 motor ki/be;{210E8DC0-7E58-4D6F-858F-AE9BB0BCC188};RGAX3\SoresT;;;OW08-UNI2;Audit Trail configuration;
 2021-05-31 22:04:47;;Services;Failed to collect 1 logs via collector OPC;;;;Basic History on CS02-UNI2;;{7D562315-DBE4-43F5-A4F8-8756AD576613};;;;CS02-UNI2;AdvHtHistorySrv;
 2021-05-31 22:06:38;;Services;Failed to collect 1 logs via collector OPC;;;;Basic History on CS01-UNI2;;{92530D91-0F50-4DFD-B3FD-00B04AC97A7D};;;;CS01-UNI2;AdvHtHistorySrv;
 2021-05-31 22:06:55;;AuditEvent_Security;Logover user from RGAX3\readonly to rgax3\juhasza succeeded.;;;;;;{00000000-0000-0000-0000-000000000000};RGAX3\JUHASZA;;;OW05-AX3;Logover;
 2021-05-31 22:07:10;Control Module;AuditEvent_OperatorAction;HSICmd.SPManValue 0.34 -> 0.32 ;0.34;0.32;[Control Structure]Root/RGAX3_CN/RGAX3_PR/Applications/Ellato_4/Control Modules/U_17C35_00/17C352\.00 EqM_Vakuum/PC35213;PC35213;17C352.00 Vakuum szab.kor;{DDDB54C4-DBEF-4829-BB99-69755DDD31DE};RGAX3\JUHASZA;;;OW05-AX3;Audit Trail configuration;
 2021-05-31 22:09:47;;Services;Failed to collect 1 logs via collector OPC;;;;Basic History on CS02-UNI2;;{7D562315-DBE4-43F5-A4F8-8756AD576613};;;;CS02-UNI2;AdvHtHistorySrv;
 2021-05-31 22:10:01;;AuditEvent_Security;Logover user from RGAX3\readonly to rgax3\tothl succeeded.;;;;;;{00000000-0000-0000-0000-000000000000};RGAX3\TothL;;;OW02E-AX1;Logover;
 2021-05-31 22:10:30;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/RGAX1_CN/RGAX1_PR/Applications/Application_3/Control Modules/U_32B10_00/SZED GAZ22BB/KSVG11083/KSVG11083;KSVG11083;szedo vakuum beparlo II.;{CFAC1855-A7E9-4E05-A5CD-DDA1B72A7A71};RGAX3\TothL;;;OW02E-AX1;Audit Trail configuration;
 2021-05-31 22:10:38;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/RGAX1_CN/RGAX1_PR/Applications/Application_6/Control Modules/T15/FOLYADEK02B/KSVG61563/KSVG61563;KSVG61563;T15 anyag be I-es csarnokbol;{3413045B-BB21-432B-BDE5-B4251348EEFD};RGAX3\TothL;;;OW02E-AX1;Audit Trail configuration;
 2021-05-31 22:10:40;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/RGAX1_CN/RGAX1_PR/Applications/Application_6/Control Modules/T9/Foly02A_T9/KSVG60965/KSVG60965;KSVG60965;T9 anyag be csarnokbol;{D5608BDB-FB7F-4CC0-82B4-41ECD77DD7D8};RGAX3\TothL;;;OW02E-AX1;Audit Trail configuration;
 2021-05-31 22:10:43;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/RGAX1_CN/RGAX1_PR/Applications/Application_6/Control Modules/T9/TARTBEM_T9/KSVG60966/KSVG60966;KSVG60966;T9 tartaly toltes;{31750639-6A55-42C0-A8D1-DDDE0DBCD2AD};RGAX3\TothL;;;OW02E-AX1;Audit Trail configuration;
 2021-05-31 22:11:38;;Services;Failed to collect 1 logs via collector OPC;;;;Basic History on CS01-UNI2;;{92530D91-0F50-4DFD-B3FD-00B04AC97A7D};;;;CS01-UNI2;AdvHtHistorySrv;
 2021-05-31 22:12:23;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/RGAX1_CN/RGAX1_PR/Applications/Application_3/Control Modules/U_32B10_00/SZED GAZ22BB/KSVG11082/KSVG11082;KSVG11082;szedo nitrogen;{03600684-50B6-49D0-9615-4C4483D4F18D};RGAX3\TothL;;;OW02E-AX1;Audit Trail configuration;
 2021-05-31 22:12:26;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/RGAX1_CN/RGAX1_PR/Applications/Application_3/Control Modules/U_32B10_00/SZEDURIT23AB/KSVG11081/KSVG11081;KSVG11081;szedo urites;{96623280-0744-48E0-9C70-EC0B680913BE};RGAX3\TothL;;;OW02E-AX1;Audit Trail configuration;
 2021-05-31 22:12:29;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/RGAX1_CN/RGAX1_PR/Applications/Application_3/Control Modules/U_32B10_00/FOLYADEK02I/KSVG11067/KSVG11067;KSVG11067;32B10.00 anyag ki T9-re;{13E488A7-4139-4F28-8290-9C0175DEDCF6};RGAX3\TothL;;;OW02E-AX1;Audit Trail configuration;
 2021-05-31 22:12:37;;Process Condition Event;HHH;;;;LIT11022;32B10.04 szint;LIT11022;;HHH;HHH;;;113
 2021-05-31 22:13:32;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/RGAX1_CN/RGAX1_PR/Applications/Application_3/Control Modules/U_32B10_00/SZED GAZ22BB/KSVG11082/KSVG11082;KSVG11082;szedo nitrogen;{03600684-50B6-49D0-9615-4C4483D4F18D};RGAX3\TothL;;;OW02E-AX1;Audit Trail configuration;
 2021-05-31 22:13:57;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/RGAX1_CN/RGAX1_PR/Applications/Application_3/Control Modules/U_32B10_00/SZEDURIT23AB/KSVG11081/KSVG11081;KSVG11081;szedo urites;{96623280-0744-48E0-9C70-EC0B680913BE};RGAX3\TothL;;;OW02E-AX1;Audit Trail configuration;
 2021-05-31 22:13:59;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/RGAX1_CN/RGAX1_PR/Applications/Application_3/Control Modules/U_32B10_00/SZED GAZ22BB/KSVG11084/KSVG11084;KSVG11084;szedo legzo;{A90D9596-6FA0-4BC8-B94A-A4D0126312A0};RGAX3\TothL;;;OW02E-AX1;Audit Trail configuration;
 2021-05-31 22:14:04;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/RGAX1_CN/RGAX1_PR/Applications/Application_6/Control Modules/T15/FOLYADEK02B/KSVG61563/KSVG61563;KSVG61563;T15 anyag be I-es csarnokbol;{3413045B-BB21-432B-BDE5-B4251348EEFD};RGAX3\TothL;;;OW02E-AX1;Audit Trail configuration;
 2021-05-31 22:14:06;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/RGAX1_CN/RGAX1_PR/Applications/Application_6/Control Modules/T9/Foly02A_T9/KSVG60965/KSVG60965;KSVG60965;T9 anyag be csarnokbol;{D5608BDB-FB7F-4CC0-82B4-41ECD77DD7D8};RGAX3\TothL;;;OW02E-AX1;Audit Trail configuration;
 2021-05-31 22:14:09;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/RGAX1_CN/RGAX1_PR/Applications/Application_6/Control Modules/T9/TARTBEM_T9/KSVG60966/KSVG60966;KSVG60966;T9 tartaly toltes;{31750639-6A55-42C0-A8D1-DDDE0DBCD2AD};RGAX3\TothL;;;OW02E-AX1;Audit Trail configuration;
 2021-05-31 22:14:22;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/RGAX1_CN/RGAX1_PR/Applications/Application_3/Control Modules/U_32B10_00/FOLYADEK02I/KSVG11067/KSVG11067;KSVG11067;32B10.00 anyag ki T9-re;{13E488A7-4139-4F28-8290-9C0175DEDCF6};RGAX3\TothL;;;OW02E-AX1;Audit Trail configuration;
 2021-05-31 22:14:44;Control Module;AuditEvent_OperatorAction;HSICmd.SPManValue 0.32 -> 0.3 ;0.32;0.3;[Control Structure]Root/RGAX3_CN/RGAX3_PR/Applications/Ellato_4/Control Modules/U_17C35_00/17C352\.00 EqM_Vakuum/PC35213;PC35213;17C352.00 Vakuum szab.kor;{DDDB54C4-DBEF-4829-BB99-69755DDD31DE};RGAX3\JUHASZA;;;OW05-AX3;Audit Trail configuration;
 2021-05-31 22:14:47;;Services;Failed to collect 1 logs via collector OPC;;;;Basic History on CS02-UNI2;;{7D562315-DBE4-43F5-A4F8-8756AD576613};;;;CS02-UNI2;AdvHtHistorySrv;
 2021-05-31 22:16:26;;System Simple Event;Controller_4   (0000)  Line fault ch. 2,  Line fault ch. 3,  Line fault ch. 4,  HART communication error ch. 1,  HART communication error ch. 2,  HART communication error ch. 3,  HART communication error ch. 4;;;;16;;172.16.84.164-1.82.16;;;;;;9950
 2021-05-31 22:16:32;;System Simple Event;Controller_4   (0000)  Line fault ch. 2,  Line fault ch. 3,  Line fault ch. 4,  HART communication error ch. 2,  HART communication error ch. 3,  HART communication error ch. 4;;;;16;;172.16.84.164-1.82.16;;;;;;9950
 2021-05-31 22:16:38;;Services;Failed to collect 1 logs via collector OPC;;;;Basic History on CS01-UNI2;;{92530D91-0F50-4DFD-B3FD-00B04AC97A7D};;;;CS01-UNI2;AdvHtHistorySrv;
 2021-05-31 22:19:47;;Services;Failed to collect 1 logs via collector OPC;;;;Basic History on CS02-UNI2;;{7D562315-DBE4-43F5-A4F8-8756AD576613};;;;CS02-UNI2;AdvHtHistorySrv;
 2021-05-31 22:20:18;;System Simple Event;Controller_3   (0000) Status OK;;;;29;;172.16.96.153-2.29;;;;;;9950
 2021-05-31 22:21:38;;Services;Failed to collect 1 logs via collector OPC;;;;Basic History on CS01-UNI2;;{92530D91-0F50-4DFD-B3FD-00B04AC97A7D};;;;CS01-UNI2;AdvHtHistorySrv;
 2021-05-31 22:21:56;;System Simple Event;CU9            (0000) Status OK;;;;27;;172.16.108.152-1.27;;;;;;9950
 2021-05-31 22:22:00;;System Simple Event;CU9            (0000) Status OK;;;;27;;172.16.108.152-1.27;;;;;;9950
 2021-05-31 22:22:18;;System Simple Event;Controller_3   (0000) Status OK;;;;29;;172.16.96.153-2.29;;;;;;9950
 2021-05-31 22:22:33;;System Simple Event;Controller_3   (0000) Status OK;;;;29;;172.16.96.153-2.29;;;;;;9950
 2021-05-31 22:23:26;;System Simple Event;Controller_3   (0000) Status OK;;;;29;;172.16.96.153-2.29;;;;;;9950
 2021-05-31 22:23:28;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/RGAX3_CN/RGAX3_PR/Applications/Acetoxi_Ad/Control Modules/U_04A05_00/KS00555/KS00555;KS00555;Danfoss frekvencia valto;{238186A2-CF1E-4E14-8F06-FEF433DC6F87};RGAX3\JUHASZA;;;OW01E-AX3;Audit Trail configuration;
 2021-05-31 22:23:55;;AuditEvent_Security;Logover user from RGAX3\SoresT to RGAX3\readonly succeeded.;;;;;;{00000000-0000-0000-0000-000000000000};RGAX3\readonly;;;OW08-UNI2;Logover;
 2021-05-31 22:24:17;;System Simple Event;Controller_3   (0000) Status OK;;;;29;;172.16.96.153-2.29;;;;;;9950
 2021-05-31 22:24:31;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/RGAX3_CN/RGAX3_PR/Applications/Ciklo_Eno_Acetal_3/Control Modules/U_14B47_00/SZED GAZ22BA/KSVG04783/KSVG04783;KSVG04783;szedo vakuum beparlo II.;{313FD4B0-864E-4059-B15A-4712A54915B1};RGAX3\JUHASZA;;;OW05-AX3;Audit Trail configuration;
 2021-05-31 22:24:47;;Services;Failed to collect 1 logs via collector OPC;;;;Basic History on CS02-UNI2;;{7D562315-DBE4-43F5-A4F8-8756AD576613};;;;CS02-UNI2;AdvHtHistorySrv;
 2021-05-31 22:24:54;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/RGAX3_CN/RGAX3_PR/Applications/Ciklo_Eno_Acetal_3/Control Modules/U_14B47_00/GAZOLDAL01A/PC04762/KSVG04762/KSVG04762;KSVG04762;autoklav nitrogen BE;{905BA959-A341-4151-97B4-56263A4EEF93};RGAX3\JUHASZA;;;OW05-AX3;Audit Trail configuration;
 2021-05-31 22:24:57;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/RGAX3_CN/RGAX3_PR/Applications/Ciklo_Eno_Acetal_3/Control Modules/U_14B47_00/UTOHUTO11A/KSVG04780/KSVG04780;KSVG04780;utohuto hutes BE;{16EE90B9-ECA1-423F-A17A-C5261363DF91};RGAX3\JUHASZA;;;OW05-AX3;Audit Trail configuration;
 2021-05-31 22:25:00;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/RGAX3_CN/RGAX3_PR/Applications/Ciklo_Eno_Acetal_3/Control Modules/U_14B47_00/SZED HUT27AA/TC04775/KSVG04775/KSVG04775;KSVG04775;kopenyhutes be vez gcs;{A91BE27E-7386-4382-83AB-4F4E9515D22B};RGAX3\JUHASZA;;;OW05-AX3;Audit Trail configuration;
 2021-05-31 22:25:03;;Process Condition Event;Object error;;;;KSVG04780;utohuto hutes BE;KSVG04780;;OE;OE;;;425
 2021-05-31 22:25:04;Control Module;AuditEvent_OperatorAction;HSICmd.SPManValue 48 -> 25 ;48;25;[Control Structure]Root/RGAX3_CN/RGAX3_PR/Applications/Ciklo_Eno_Acetal_3/Control Modules/U_14B47_00/K5 KOP09A/K5_TC/TC04708;TC04708;kopenyter bemeno homerseklet szab;{0843BA5F-990B-4D2D-A09A-515B4BCA3F58};RGAX3\JUHASZA;;;OW05-AX3;Audit Trail configuration;
 2021-05-31 22:25:06;;Process Condition Event;Object error;;;;KSVG04775;kopenyhutes be vez gcs;KSVG04775;;OE;OE;;;425
 2021-05-31 22:25:07;;Process Condition Event;Greater than 10.00 °C;;;;TC04708_1;kopenyter bemeno homerseklet szab;TC04708_1;;Positive deviation;Positive deviation;;;425
 2021-05-31 22:25:08;;Process Condition Event;Object error;;;;KSVG04775;kopenyhutes be vez gcs;KSVG04775;;OE;OE;;;425
 2021-05-31 22:25:13;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/RGAX3_CN/RGAX3_PR/Applications/Ciklo_Eno_Acetal_3/Control Modules/U_14B47_00/GAZOLDAL01A/PC04762/KSVG04762/KSVG04762;KSVG04762;autoklav nitrogen BE;{905BA959-A341-4151-97B4-56263A4EEF93};RGAX3\JUHASZA;;;OW05-AX3;Audit Trail configuration;
 2021-05-31 22:25:19;;Process Condition Event;Object error;;;;KSVG04762;autoklav nitrogen BE;KSVG04762;;OE;OE;;;425
 2021-05-31 22:25:21;;System Simple Event;Controller_3   (0000) Status OK;;;;29;;172.16.96.153-2.29;;;;;;9950
 2021-05-31 22:25:21;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/RGAX3_CN/RGAX3_PR/Applications/Ciklo_Eno_Acetal_3/Control Modules/U_14B47_00/SZED GAZ22BA/KSVG04773/KSVG04773;KSVG04773;szedo legzo;{1616F989-A1CF-41AC-A1EA-1F319B2B8B89};RGAX3\JUHASZA;;;OW05-AX3;Audit Trail configuration;
 2021-05-31 22:25:21;;Process Condition Event;Object error;;;;KSVG04762;autoklav nitrogen BE;KSVG04762;;OE;OE;;;425
 2021-05-31 22:25:37;;System Simple Event;Controller_3   (0000) Status OK;;;;29;;172.16.96.153-2.29;;;;;;9950
 2021-05-31 22:25:49;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/RGAX3_CN/RGAX3_PR/Applications/Ciklo_Eno_Acetal_3/Control Modules/U_14B47_00/REFLUX10C/KSVG04752/KSVG04752;KSVG04752;parlat gombcsap BE;{8A9BBC5E-55AA-455B-ADA6-1A74A7B8062F};RGAX3\JUHASZA;;;OW05-AX3;Audit Trail configuration;
 2021-05-31 22:25:53;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/RGAX3_CN/RGAX3_PR/Applications/Ciklo_Eno_Acetal_3/Control Modules/U_14B47_00/LEGZO04A/KSVG04764/KSVG04764;KSVG04764;autoklav legzo BE;{D50A3394-78EA-4A8B-AC95-E236957A4ACD};RGAX3\JUHASZA;;;OW05-AX3;Audit Trail configuration;
 2021-05-31 22:25:55;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/RGAX3_CN/RGAX3_PR/Applications/Ciklo_Eno_Acetal_3/Control Modules/U_14B47_00/PAR SZED21AA/KSVG04756/KSVG04756;KSVG04756;Parlat szedo;{06F99972-7593-478D-BB4F-31C5672361CC};RGAX3\JUHASZA;;;OW05-AX3;Audit Trail configuration;
 2021-05-31 22:25:56;;Process Condition Event;Object error;;;;KSVG04756;Parlat szedo;KSVG04756;;OE;OE;;;425
 2021-05-31 22:26:01;;System Simple Event;Controller_3   (0000) Status OK;;;;29;;172.16.96.153-2.29;;;;;;9950
 2021-05-31 22:26:01;;Process Condition Event;Object error;;;;KSVG04756;Parlat szedo;KSVG04756;;OE;OE;;;425
 2021-05-31 22:26:38;;Services;Failed to collect 1 logs via collector OPC;;;;Basic History on CS01-UNI2;;{92530D91-0F50-4DFD-B3FD-00B04AC97A7D};;;;CS01-UNI2;AdvHtHistorySrv;
 2021-05-31 22:26:52;;Process Condition Event;Object error;;;;KSVG04780;utohuto hutes BE;KSVG04780;;OE;OE;;;425
 2021-05-31 22:27:00;;Process Condition Event;Greater than 10.00 °C;;;;TC04708_1;kopenyter bemeno homerseklet szab;TC04708_1;;Positive deviation;Positive deviation;;;425
 2021-05-31 22:27:43;;System Simple Event;Controller_3   (0000) Status OK;;;;29;;172.16.96.153-2.29;;;;;;9950
 2021-05-31 22:27:50;;System Simple Event;Controller_3   (0000) Status OK;;;;29;;172.16.96.153-2.29;;;;;;9950
 2021-05-31 22:27:52;;System Simple Event;Controller_3   (0000) Status OK;;;;29;;172.16.96.153-2.29;;;;;;9950
 2021-05-31 22:28:17;;System Simple Event;Controller_3   (0000) Status OK;;;;29;;172.16.96.153-2.29;;;;;;9950
 2021-05-31 22:28:45;Control Module;AuditEvent_OperatorAction;HSICmd.SPManValue 0.3 -> 0.32 ;0.3;0.32;[Control Structure]Root/RGAX3_CN/RGAX3_PR/Applications/Ellato_4/Control Modules/U_17C35_00/17C352\.00 EqM_Vakuum/PC35213;PC35213;17C352.00 Vakuum szab.kor;{DDDB54C4-DBEF-4829-BB99-69755DDD31DE};RGAX3\JUHASZA;;;OW05-AX3;Audit Trail configuration;
 2021-05-31 22:28:48;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/RGAX3_CN/RGAX3_PR/Applications/Ciklo_Eno_Acetal_3/Control Modules/U_14B47_00/SZED GAZ22BA/KSVG04773/KSVG04773;KSVG04773;szedo legzo;{1616F989-A1CF-41AC-A1EA-1F319B2B8B89};RGAX3\JUHASZA;;;OW05-AX3;Audit Trail configuration;
 2021-05-31 22:28:52;Control Module;AuditEvent_OperatorAction;HSICmd.SPManValue 0.32 -> 0.34 ;0.32;0.34;[Control Structure]Root/RGAX3_CN/RGAX3_PR/Applications/Ellato_4/Control Modules/U_17C35_00/17C352\.00 EqM_Vakuum/PC35213;PC35213;17C352.00 Vakuum szab.kor;{DDDB54C4-DBEF-4829-BB99-69755DDD31DE};RGAX3\JUHASZA;;;OW05-AX3;Audit Trail configuration;
 2021-05-31 22:28:58;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/RGAX3_CN/RGAX3_PR/Applications/Ciklo_Eno_Acetal_3/Control Modules/U_14B47_00/SZED GAZ22BA/KSVG04783/KSVG04783;KSVG04783;szedo vakuum beparlo II.;{313FD4B0-864E-4059-B15A-4712A54915B1};RGAX3\JUHASZA;;;OW05-AX3;Audit Trail configuration;
 2021-05-31 22:29:47;;Services;Failed to collect 1 logs via collector OPC;;;;Basic History on CS02-UNI2;;{7D562315-DBE4-43F5-A4F8-8756AD576613};;;;CS02-UNI2;AdvHtHistorySrv;
 2021-05-31 22:30:40;;System Simple Event;Controller_3   (0000) Status OK;;;;29;;172.16.96.153-2.29;;;;;;9950
 2021-05-31 22:31:29;;System Simple Event;Controller_3   (0000) Status OK;;;;29;;172.16.96.153-2.29;;;;;;9950
 2021-05-31 22:31:32;;System Simple Event;Controller_3   (0000) Status OK;;;;29;;172.16.96.153-2.29;;;;;;9950
 2021-05-31 22:31:38;;Services;Failed to collect 1 logs via collector OPC;;;;Basic History on CS01-UNI2;;{92530D91-0F50-4DFD-B3FD-00B04AC97A7D};;;;CS01-UNI2;AdvHtHistorySrv;
 2021-05-31 22:32:27;;System Simple Event;Controller_3   (0000) Status OK;;;;29;;172.16.96.153-2.29;;;;;;9950
 2021-05-31 22:32:33;;System Simple Event;Controller_3   (0000) Status OK;;;;29;;172.16.96.153-2.29;;;;;;9950
 2021-05-31 22:32:47;;Network Messages;The action Sched_AX3_AG_MSG_51572_1 has been started.;;;;Sched_AX3_AG_MSG;;{7D2E0EEF-9604-4623-92CB-A6D4561D40D0};;;;IM-AX3;Scheduler;
 2021-05-31 22:32:48;;Network Messages;The action Sched_AX3_AG_8Wk_25815_1 has been started.;;;;Sched_AX3_AG_8Wk;;{CF64C74C-BA38-4F3C-807E-2C510CAE65FF};;;;IM-AX3;Scheduler;
 2021-05-31 22:32:48;;Network Messages;The action Sched_AX3_AG_MSG_51572_1 completed OK.;;;;Scheduler;Industrial IT Application Scheduler;{545FC42D-F13A-4137-B001-0185947FCBDB};;;;IM-AX3;Scheduler;
 2021-05-31 22:32:57;;Network Messages;The action Sched_AX3_AG_8Wk_25815_1 completed OK.;;;;Scheduler;Industrial IT Application Scheduler;{545FC42D-F13A-4137-B001-0185947FCBDB};;;;IM-AX3;Scheduler;
 2021-05-31 22:34:47;;Services;Failed to collect 1 logs via collector OPC;;;;Basic History on CS02-UNI2;;{7D562315-DBE4-43F5-A4F8-8756AD576613};;;;CS02-UNI2;AdvHtHistorySrv;
 2021-05-31 22:35:55;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/RGAX3_CN/RGAX3_PR/Applications/Ciklo_Eno_Acetal_3/Control Modules/U_14B47_00/SZED HUT27AA/TC04775/KSVG04775/KSVG04775;KSVG04775;kopenyhutes be vez gcs;{A91BE27E-7386-4382-83AB-4F4E9515D22B};RGAX3\JUHASZA;;;OW05-AX3;Audit Trail configuration;
 2021-05-31 22:35:58;Control Module;AuditEvent_OperatorAction;HSICmd.Man0 False -> True ;False;True;[Control Structure]Root/RGAX3_CN/RGAX3_PR/Applications/Ciklo_Eno_Acetal_3/Control Modules/U_14B47_00/LEGZO04A/KSVG04764/KSVG04764;KSVG04764;autoklav legzo BE;{D50A3394-78EA-4A8B-AC95-E236957A4ACD};RGAX3\JUHASZA;;;OW05-AX3;Audit Trail configuration;
 2021-05-31 22:36:07;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/RGAX3_CN/RGAX3_PR/Applications/Ciklo_Eno_Acetal_3/Control Modules/U_14B47_00/REFLUX10C/KSVG04752/KSVG04752;KSVG04752;parlat gombcsap BE;{8A9BBC5E-55AA-455B-ADA6-1A74A7B8062F};RGAX3\JUHASZA;;;OW05-AX3;Audit Trail configuration;
 2021-05-31 22:36:11;Control Module;AuditEvent_OperatorAction;HSICmd.Man1 False -> True ;False;True;[Control Structure]Root/RGAX3_CN/RGAX3_PR/Applications/Ciklo_Eno_Acetal_3/Control Modules/U_14B47_00/PAR SZED21AA/KSVG04756/KSVG04756;KSVG04756;Parlat szedo;{06F99972-7593-478D-BB4F-31C5672361CC};RGAX3\JUHASZA;;;OW05-AX3;Audit Trail configuration;
 2021-05-31 22:36:12;;Process Condition Event;Object error;;;;KSVG04756;Parlat szedo;KSVG04756;;OE;OE;;;425
 2021-05-31 22:36:38;;Services;Failed to collect 1 logs via collector OPC;;;;Basic History on CS01-UNI2;;{92530D91-0F50-4DFD-B3FD-00B04AC97A7D};;;;CS01-UNI2;AdvHtHistorySrv;
 2021-05-31 22:37:26;Control Module;AuditEvent_OperatorAction;HSICmd.SPManValue 25 -> 47 ;25;47;[Control Structure]Root/RGAX3_CN/RGAX3_PR/Applications/Ciklo_Eno_Acetal_3/Control Modules/U_14B47_00/K5 KOP09A/K5_TC/TC04708;TC04708;kopenyter bemeno homerseklet szab;{0843BA5F-990B-4D2D-A09A-515B4BCA3F58};RGAX3\JUHASZA;;;OW05-AX3;Audit Trail configuration;
 2021-05-31 22:37:29;;Process Condition Event;Greater than 10.00 °C;;;;TC04708_1;kopenyter bemeno homerseklet szab;TC04708_1;;Negative deviation;Negative deviation;;;425
 2021-05-31 22:37:30;Control Module;AuditEvent_OperatorAction;HSICmd.SPManValue 0.34 -> 0.3 ;0.34;0.3;[Control Structure]Root/RGAX3_CN/RGAX3_PR/Applications/Ellato_4/Control Modules/U_17C35_00/17C352\.00 EqM_Vakuum/PC35213;PC35213;17C352.00 Vakuum szab.kor;{DDDB54C4-DBEF-4829-BB99-69755DDD31DE};RGAX3\JUHASZA;;;OW05-AX3;Audit Trail configuration;
 2021-05-31 22:38:37;;System Simple Event;Controller_3   (0000) Status OK;;;;29;;172.16.96.153-2.29;;;;;;9950
